"Month";"Total Estimated population (16-74 years)";"Total Labour Force";"Total Inactive";"Total Unemployed";"Total Employed";"Total At work in the reference week";"Total Activity rate";"Total Unemployment rate";"Total Employment rate";"Total Actual hours worked - old time-series";"Total Usual hours worked";"Total Actual hours worked";"Males Estimated population (16-74 years)";"Males Labour Force";"Males Inactive";"Males Unemployed";"Males Employed";"Males At work in the reference week";"Males Activity rate";"Males Unemployment rate";"Males Employment rate";"Males Actual hours worked - old time-series";"Males Usual hours worked";"Males Actual hours worked";"Females Estimated population (16-74 years)";"Females Labour Force";"Females Inactive";"Females Unemployed";"Females Employed";"Females At work in the reference week";"Females Activity rate";"Females Unemployment rate";"Females Employment rate";"Females Actual hours worked - old time-series";"Females Usual hours worked";"Females Actual hours worked";"16-24 years Estimated population (16-74 years)";"16-24 years Labour Force";"16-24 years Inactive";"16-24 years Unemployed";"16-24 years Employed";"16-24 years At work in the reference week";"16-24 years Activity rate";"16-24 years Unemployment rate";"16-24 years Employment rate";"16-24 years Actual hours worked - old time-series";"16-24 years Usual hours worked";"16-24 years Actual hours worked";"25-74 years Estimated population (16-74 years)";"25-74 years Labour Force";"25-74 years Inactive";"25-74 years Unemployed";"25-74 years Employed";"25-74 years At work in the reference week";"25-74 years Activity rate";"25-74 years Unemployment rate";"25-74 years Employment rate";"25-74 years Actual hours worked - old time-series";"25-74 years Usual hours worked";"25-74 years Actual hours worked"
"2017M01";241900;189700;52200;8600;181100;166800;78.4;4.5;74.9;39.2;38.9;..;122700;101700;21000;4800;96900;90200;82.9;4.7;79.0;43.1;43.8;..;119100;88000;31100;3800;84200;76500;73.9;4.3;70.7;34.5;33.3;..;41900;31600;10300;3500;28100;24900;75.4;11.1;67.1;29.0;26.1;..;200000;158100;41900;5100;153000;141900;79.1;3.2;76.5;40.9;41.3;..
"2017M02";242700;196200;46500;6800;189400;172300;80.8;3.5;78.0;39.2;38.2;..;123300;102000;21300;3900;98100;93100;82.7;3.8;79.6;42.7;42.4;..;119500;94200;25300;2900;91300;79300;78.8;3.1;76.4;35.1;33.7;..;41900;31400;10500;3500;27900;25400;74.9;11.1;66.6;27.5;23.7;..;200700;164700;36000;3300;161400;146900;82.1;2.0;80.4;41.2;40.8;..
"2017M03";243100;201800;41300;4500;197300;181900;83.0;2.2;81.2;39.7;37.7;..;123500;109100;14400;3000;106100;100500;88.3;2.7;85.9;42.4;41.1;..;119500;92600;26900;1500;91100;81400;77.5;1.6;76.2;36.2;33.7;..;41900;33800;8100;2100;31700;26900;80.7;6.2;75.7;27.2;24.5;..;201100;167900;33200;2300;165600;155000;83.5;1.4;82.3;41.8;40.2;..
"2017M04";243200;198100;45100;6900;191200;174300;81.5;3.5;78.6;38.4;39.0;..;123600;106800;16800;4100;102700;96300;86.4;3.8;83.1;42.3;43.3;..;119600;91300;28300;2800;88500;78100;76.3;3.1;74.0;33.6;34.1;..;41800;33900;7900;3700;30200;27100;81.1;10.9;72.2;26.5;25.0;..;201400;164200;37200;3200;161000;147200;81.5;1.9;79.9;40.6;41.7;..
"2017M05";243300;203200;40100;11800;191400;178000;83.5;5.8;78.7;41.9;40.7;..;123600;109100;14500;6700;102400;97600;88.3;6.1;82.8;46.2;44.3;..;119600;94000;25600;5100;88900;80400;78.6;5.4;74.3;36.7;36.5;..;41800;38100;3700;7200;30900;26700;91.1;18.9;73.9;37.8;36.1;..;201500;165100;36400;4600;160500;151300;81.9;2.8;79.7;42.6;41.5;..
"2017M06";244100;204800;39300;5700;199100;176700;83.9;2.8;81.6;41.5;41.1;..;124200;109900;14300;2700;107200;98700;88.5;2.5;86.3;44.9;44.6;..;119900;94800;25100;3000;91800;78000;79.1;3.2;76.6;37.2;37.0;..;41800;41000;800;2600;38400;35400;98.1;6.3;91.9;40.1;37.9;..;202200;163700;38500;3100;160600;141300;81.0;1.9;79.4;41.9;41.9;..
"2017M07";245500;199800;45700;2300;197500;147200;81.4;1.2;80.4;41.8;41.4;..;125000;107900;17100;700;107200;84200;86.3;0.6;85.8;44.5;44.9;..;120500;91900;28600;1600;90300;63000;76.3;1.7;74.9;38.2;37.4;..;42000;36600;5400;700;35900;32000;87.1;1.9;85.5;41.7;39.0;..;203400;163100;40300;1600;161500;115300;80.2;1.0;79.4;41.9;42.0;..
"2017M08";247200;201000;46200;6000;195000;158400;81.3;3.0;78.9;40.5;39.4;..;126100;106200;19900;2400;103800;87400;84.2;2.3;82.3;43.4;42.8;..;120900;94700;26200;3500;91200;71000;78.3;3.7;75.4;37.0;35.6;..;42200;33500;8700;3200;30300;26700;79.4;9.6;71.8;33.7;31.4;..;204800;167400;37400;2700;164700;131700;81.7;1.6;80.4;41.9;40.9;..
"2017M09";248200;195500;52700;6200;189300;177600;78.8;3.2;76.3;39.3;37.8;..;126800;105000;21800;3800;101200;98100;82.8;3.6;79.8;43.1;41.7;..;121300;90500;30800;2400;88100;79600;74.6;2.7;72.6;34.6;33.3;..;42400;31500;10900;3200;28300;26200;74.3;10.2;66.7;26.7;24.3;..;205800;164000;41800;3000;161000;151500;79.7;1.8;78.2;41.5;40.2;..
"2017M10";248900;199000;49900;8300;190700;180200;80.0;4.2;76.6;40.1;38.8;..;127200;106500;20700;5600;100900;97300;83.7;5.3;79.3;43.4;42.6;..;121700;92500;29200;2700;89800;82900;76.0;2.9;73.8;36.2;34.5;..;42400;32200;10200;2000;30200;27400;75.9;6.2;71.2;28.4;26.8;..;206500;166800;39700;6300;160500;152800;80.8;3.8;77.7;42.1;41.1;..
"2017M11";249500;196200;53300;3800;192400;175600;78.6;1.9;77.1;39.1;37.9;..;127700;102100;25600;2600;99500;92300;80.0;2.5;77.9;43.1;41.8;..;121800;94100;27700;1200;92900;83300;77.3;1.3;76.3;34.7;33.8;..;42400;27800;14600;1500;26300;23200;65.6;5.4;62.0;28.1;24.7;..;207100;168400;38700;2300;166100;152400;81.3;1.4;80.2;40.8;40.0;..
"2017M12";249900;199900;50000;7500;192400;174400;80.0;3.8;77.0;37.4;38.4;..;127900;106900;21000;2300;104600;97100;83.6;2.2;81.8;41.1;42.0;..;121900;92900;29000;5200;87700;77300;76.2;5.6;71.9;32.8;34.1;..;42500;33100;9400;3900;29200;26000;77.9;11.8;68.7;28.5;25.5;..;207500;166800;40700;3600;163200;148400;80.4;2.2;78.7;39.0;40.7;..
"2018M01";250400;199700;50700;9000;190700;175000;79.8;4.5;76.2;38.4;38.3;..;128300;107700;20600;5000;102700;96300;83.9;4.6;80.0;41.8;42.4;..;122100;92000;30100;4000;88000;78700;75.3;4.3;72.1;34.1;33.5;..;42400;31700;10700;1300;30400;26100;74.8;4.1;71.7;28.6;26.4;..;208100;168100;40000;7700;160400;149000;80.8;4.6;77.1;40.0;40.5;..
"2018M02";251100;192900;58200;5100;187800;175000;76.8;2.6;74.8;38.8;38.7;..;128600;103600;25000;3400;100200;95100;80.6;3.3;77.9;43.2;43.2;..;122500;89300;33200;1700;87600;79900;72.9;1.9;71.5;33.5;33.5;..;42400;27700;14700;1600;26100;23900;65.3;5.8;61.6;28.6;26.8;..;208700;165200;43500;3500;161700;151200;79.2;2.1;77.5;40.4;40.6;..
"2018M03";251400;199400;52000;4900;194500;181400;79.3;2.5;77.4;38.7;38.8;..;128700;106600;22100;3100;103500;98700;82.8;2.9;80.4;42.1;42.9;..;122600;92700;29900;1800;90900;82700;75.6;1.9;74.1;34.5;34.1;..;42300;31500;10800;1700;29800;26900;74.5;5.4;70.4;31.6;30.2;..;209000;167800;41200;3200;164600;154500;80.3;1.9;78.8;39.9;40.3;..
"2018M04";251600;200800;50800;9700;191100;179200;79.8;4.8;76.0;39.5;39.6;..;128900;108400;20500;5100;103300;97700;84.1;4.7;80.1;44.3;44.1;..;122700;92400;30300;4600;87800;81400;75.3;5.0;71.6;33.8;34.3;..;42200;32600;9600;2900;29700;25500;77.3;8.9;70.4;33.0;28.8;..;209400;168200;41200;6800;161400;153700;80.3;4.0;77.1;40.6;41.6;..
"2018M05";252100;205200;46900;9200;196000;179100;81.4;4.5;77.7;39.9;40.0;..;129200;110500;18700;6100;104400;97500;85.5;5.5;80.8;43.7;43.8;..;122900;94700;28200;3100;91600;81600;77.1;3.3;74.5;35.3;35.7;..;42200;36200;6000;5800;30400;26900;85.8;16.0;72.0;33.8;35.7;..;210000;169000;41000;3400;165600;152300;80.5;2.0;78.9;41.0;40.8;..
"2018M06";253000;208600;44400;6200;202400;176400;82.5;3.0;80.0;41.7;40.7;..;129700;113900;15800;2900;111000;98900;87.8;2.5;85.6;44.7;44.1;..;123400;94700;28700;3300;91400;77600;76.7;3.5;74.1;37.9;36.5;..;42200;38500;3700;2200;36300;34500;91.2;5.7;86.0;38.6;36.6;..;210800;170100;40700;4000;166100;142000;80.7;2.4;78.8;42.5;41.6;..
"2018M07";253800;210100;43700;6100;204000;151200;82.8;2.9;80.4;42.5;40.9;..;130100;113900;16200;2500;111400;85500;87.5;2.2;85.6;45.9;44.6;..;123700;96200;27500;3600;92600;65700;77.8;3.7;74.9;38.1;36.4;..;42300;37200;5100;2600;34600;31200;87.9;7.0;81.8;38.9;36.4;..;211400;172800;38600;3400;169400;120000;81.7;2.0;80.1;43.4;41.8;..
"2018M08";254300;205900;48400;6100;199800;163600;81.0;3.0;78.6;42.2;40.4;..;130300;109800;20500;3000;106800;91400;84.3;2.7;82.0;46.4;44.2;..;123800;95900;27900;3000;92900;72200;77.5;3.1;75.0;36.8;35.9;..;42500;35700;6800;1800;33900;28800;84.0;5.0;79.8;38.8;35.9;..;211900;170200;41700;4300;165900;134800;80.3;2.5;78.3;42.9;41.3;..
"2018M09";254800;200800;54000;3400;197400;182900;78.8;1.7;77.5;38.9;37.9;..;130700;108000;22700;2200;105800;99700;82.6;2.0;80.9;41.6;40.7;..;124100;92800;31300;1200;91600;83200;74.8;1.3;73.8;35.6;34.7;..;42500;31200;11300;1200;30000;28100;73.4;3.8;70.6;25.9;24.7;..;212400;169700;42700;2300;167400;154800;79.9;1.4;78.8;41.2;40.3;..
"2018M10";255300;202600;52700;6500;196100;183300;79.4;3.2;76.8;39.6;39.0;..;131000;108300;22700;1500;106800;100300;82.7;1.4;81.5;42.8;42.0;..;124300;94300;30000;5000;89300;83000;75.9;5.3;71.8;35.6;35.4;..;42400;31000;11400;2700;28300;26400;73.1;8.7;66.7;27.4;25.6;..;213000;171700;41300;3900;167800;156900;80.6;2.3;78.8;41.6;41.2;..
"2018M11";256100;202700;53400;6900;195800;185800;79.1;3.4;76.5;38.6;38.4;..;131500;105700;25800;5300;100400;96600;80.4;5.0;76.3;42.3;42.2;..;124500;96900;27600;1500;95400;89200;77.8;1.5;76.6;34.5;34.3;..;42300;31900;10400;2300;29600;26900;75.4;7.2;70.0;28.6;27.7;..;213600;170700;42900;4600;166100;158900;79.9;2.7;77.8;40.3;40.3;..
"2018M12";256300;198300;58000;3000;195300;167500;77.4;1.5;76.2;36.1;38.0;..;131600;108300;23300;1800;106500;93100;82.3;1.7;80.9;38.7;41.5;..;124600;89900;34700;1200;88700;74400;72.2;1.3;71.2;33.0;33.8;..;42400;30100;12300;700;29400;25800;71.0;2.3;69.3;27.7;24.3;..;213900;168200;45700;2300;165900;141800;78.6;1.4;77.6;37.7;40.4;..
"2019M01";256700;205100;51600;7000;198100;178000;79.9;3.4;77.2;38.0;38.3;..;131800;108900;22900;4500;104400;95100;82.6;4.1;79.2;40.9;41.6;..;124900;96200;28700;2500;93700;82900;77.0;2.6;75.0;34.7;34.6;..;42300;31300;11000;3400;27900;24600;74.0;10.9;66.0;28.9;25.9;..;214400;173700;40700;3600;170100;153500;81.0;2.1;79.3;39.5;40.3;..
"2019M02";257100;196900;60200;7300;189600;172500;76.6;3.7;73.7;38.6;37.3;..;132100;107100;25000;5500;101600;95100;81.1;5.1;76.9;41.1;40.3;..;125100;89900;35200;1800;88100;77400;71.9;2.0;70.4;35.4;33.8;..;42400;28800;13600;2500;26300;23400;67.9;8.7;62.0;24.8;21.5;..;214800;168200;46600;4800;163400;149100;78.3;2.9;76.1;40.7;39.8;..
"2019M03";257400;206000;51400;7000;199000;185300;80.0;3.4;77.3;39.8;39.0;..;132200;109600;22600;4600;105000;99000;82.9;4.2;79.4;43.8;43.3;..;125100;96300;28800;2300;94000;86400;77.0;2.4;75.1;35.3;34.2;..;42300;33600;8700;1000;32600;29300;79.4;3.0;77.1;29.4;27.2;..;215100;172400;42700;6000;166400;156000;80.1;3.5;77.4;41.8;41.3;..
"2019M04";257400;208900;48500;9100;199800;181900;81.2;4.4;77.6;37.5;39.1;..;132300;114200;18100;5800;108400;101700;86.3;5.1;81.9;40.5;42.3;..;125000;94700;30300;3300;91400;80100;75.8;3.5;73.1;33.7;35.3;..;42100;34800;7300;4700;30100;25800;82.7;13.5;71.5;27.8;26.4;..;215200;174000;41200;4400;169600;156100;80.9;2.5;78.8;39.1;41.4;..
"2019M05";257300;207100;50200;13700;193400;177500;80.5;6.6;75.2;40.7;40.1;..;132200;112900;19300;9400;103500;97500;85.4;8.3;78.3;44.0;43.5;..;125100;94100;31000;4300;89800;80000;75.2;4.6;71.8;36.7;36.1;..;41900;35400;6500;5200;30200;27600;84.5;14.7;72.1;33.5;32.8;..;215400;171700;43700;8600;163100;149900;79.7;5.0;75.7;42.0;41.4;..
"2019M06";257900;214000;43900;7200;206800;182500;83.0;3.4;80.2;40.7;40.1;..;132400;114000;18400;3000;111000;100900;86.1;2.6;83.8;43.3;43.6;..;125300;99900;25400;4200;95700;81600;79.7;4.2;76.4;37.6;36.1;..;41900;39500;2400;2000;37500;36300;94.3;5.1;89.5;38.2;36.4;..;216000;174500;41500;5200;169300;146200;80.8;3.0;78.4;41.4;40.9;..
"2019M07";258100;211100;47000;5800;205300;143700;81.8;2.7;79.5;41.6;40.3;..;132500;112700;19800;3200;109500;81600;85.1;2.8;82.6;45.3;43.8;..;125700;98500;27200;2600;95900;62100;78.4;2.6;76.3;36.7;36.3;..;42000;38600;3400;1600;37000;32100;91.9;4.1;88.1;37.0;35.0;..;216100;172500;43600;4200;168300;111600;79.8;2.4;77.9;43.0;41.4;..
"2019M08";258400;200900;57500;9600;191300;153500;77.7;4.8;74.0;40.9;40.6;..;132500;108100;24400;5800;102300;87000;81.6;5.4;77.2;44.5;44.4;..;125800;92700;33100;3800;88900;66500;73.7;4.1;70.7;36.2;36.1;..;41900;31400;10500;3600;27800;24300;74.9;11.5;66.3;35.5;32.7;..;216400;169400;47000;6000;163400;129100;78.3;3.5;75.5;42.0;41.9;..
"2019M09";258800;202500;56300;6900;195600;179400;78.2;3.4;75.6;39.9;38.7;..;132700;108300;24400;2000;106300;98600;81.6;1.8;80.1;43.8;42.7;..;126000;94200;31800;4900;89300;80800;74.8;5.2;70.9;35.0;34.0;..;42000;28300;13700;2200;26100;24800;67.4;7.8;62.1;26.5;26.1;..;216800;174200;42600;4700;169500;154600;80.4;2.7;78.2;42.0;40.7;..
"2019M10";259300;206000;53300;7600;198400;181500;79.4;3.7;76.5;39.8;38.5;..;133100;109500;23600;4600;104900;96800;82.3;4.2;78.8;43.3;42.2;..;126300;96500;29800;3000;93500;84700;76.4;3.1;74.0;35.9;34.4;..;42100;30300;11800;3100;27200;23900;72.0;10.2;64.6;29.0;27.0;..;217400;175800;41600;4600;171200;157600;80.9;2.6;78.7;41.5;40.3;..
"2019M11";259600;195900;63700;6900;189000;177900;75.5;3.5;72.8;39.8;39.0;..;133200;105200;28000;4500;100700;96600;79.0;4.3;75.6;43.1;42.8;..;126500;90800;35700;2400;88400;81300;71.8;2.6;69.9;35.9;34.6;..;42000;25600;16400;3800;21800;20600;61.0;14.8;51.9;24.7;25.7;..;217600;170300;47300;3100;167200;157300;78.3;1.8;76.8;41.8;40.7;..
"2019M12";259800;201300;58500;7700;193600;166800;77.5;3.8;74.5;36.7;38.5;..;133400;108500;24900;4200;104300;87200;81.3;3.9;78.2;39.9;42.8;..;126500;92900;33600;3600;89300;79600;73.4;3.9;70.6;33.2;33.6;..;42100;29800;12300;2200;27600;23400;70.8;7.4;65.6;31.3;27.2;..;217800;171600;46200;5600;166000;143400;78.8;3.3;76.2;37.6;40.4;..
"2020M01";260200;204400;55800;8400;196000;177800;78.6;4.1;75.3;37.3;37.9;..;133400;109100;24300;3800;105300;96400;81.8;3.5;78.9;40.2;41.2;..;126700;95200;31500;4600;90600;81400;75.1;4.8;71.5;33.7;34.1;..;42000;27300;14700;2200;25100;21900;65.0;8.1;59.8;25.7;23.1;..;218100;177000;41100;6200;170800;155900;81.2;3.5;78.3;38.9;40.1;..
"2020M02";260600;198100;62500;11800;186300;170800;76.0;6.0;71.5;38.6;37.6;..;133700;105500;28200;6700;98800;93300;78.9;6.4;73.9;42.0;41.3;..;126900;92600;34300;5100;87500;77400;73.0;5.5;69.0;34.5;33.5;..;42100;27100;15000;3800;23300;20600;64.4;14.0;55.3;24.0;21.3;..;218500;171000;47500;8000;163000;150100;78.3;4.7;74.6;40.6;39.9;..
"2020M03";260700;198000;62700;5600;192400;173600;75.9;2.8;73.8;37.6;38.0;..;133700;106000;27700;2900;103100;92500;79.3;2.7;77.1;41.9;41.6;..;126900;91900;35000;2600;89300;81100;72.4;2.8;70.4;32.7;33.8;..;42000;29100;12900;1000;28100;24900;69.3;3.4;66.9;28.2;25.1;..;218700;168900;49800;4600;164300;148600;77.2;2.7;75.1;39.2;40.2;..
"2020M04";260800;192200;68600;15100;177100;163800;73.7;7.9;67.9;34.0;38.4;..;133800;105300;28500;7400;97900;93300;78.7;7.0;73.2;36.2;40.6;..;127100;86900;40200;7700;79200;70600;68.4;8.9;62.3;31.0;35.5;..;41900;26900;15000;7000;19900;18000;64.2;26.0;47.5;23.7;25.9;..;218900;165300;53600;8100;157200;145800;75.5;4.9;71.8;35.2;39.9;..
"2020M05";261100;206800;54300;23500;183300;171000;79.2;11.4;70.2;37.1;38.2;..;133800;111400;22400;13000;98400;94700;83.3;11.7;73.5;39.9;41.4;..;127200;95300;31900;10400;84900;76300;74.9;10.9;66.7;33.5;34.5;..;41900;37000;4900;9300;27700;24700;88.3;25.1;66.1;26.9;29.7;..;219100;169700;49400;14100;155600;146300;77.5;8.3;71.0;38.8;39.7;..
"2020M06";261100;213200;47900;8800;204400;181400;81.7;4.1;78.3;38.9;39.8;..;133800;114200;19600;4900;109300;100900;85.4;4.3;81.7;41.6;43.0;..;127400;99000;28400;3900;95100;80500;77.7;3.9;74.6;35.7;36.1;..;41900;37800;4100;2000;35800;33600;90.2;5.3;85.4;37.2;36.3;..;219300;175400;43900;6800;168600;147800;80.0;3.9;76.9;39.4;40.5;..
"2020M07";261000;210500;50500;12800;197700;141700;80.7;6.1;75.7;40.8;40.0;..;133700;113200;20500;7900;105300;83700;84.7;7.0;78.8;43.1;42.9;..;127400;97300;30100;4900;92400;58000;76.4;5.0;72.5;37.5;36.6;..;41800;36500;5300;2000;34500;32300;87.3;5.5;82.5;37.1;36.0;..;219200;174000;45200;10800;163200;109300;79.4;6.2;74.5;41.9;40.8;..
"2020M08";261300;208800;52500;13700;195100;164800;79.9;6.6;74.7;38.5;39.1;..;133700;112500;21200;7500;105000;90200;84.1;6.7;78.5;41.8;42.7;..;127500;96300;31200;6200;90100;74600;75.5;6.4;70.7;34.6;35.0;..;41700;32100;9600;3000;29100;26700;77.0;9.3;69.8;33.2;32.6;..;219400;176600;42800;10600;166000;138100;80.5;6.0;75.7;39.5;40.3;..
"2020M09";261600;202800;58800;8800;194000;182700;77.5;4.3;74.2;38.6;37.7;..;133900;107800;26100;4700;103100;98700;80.5;4.4;77.0;41.7;40.7;..;127700;95000;32700;4100;90900;83900;74.4;4.3;71.2;35.1;34.4;..;41700;26700;15000;3000;23700;22200;64.0;11.2;56.8;27.0;26.1;..;219900;176100;43800;5800;170300;160400;80.1;3.3;77.4;40.3;39.4;..
"2020M10";261800;199200;62600;16400;182800;170800;76.1;8.2;69.8;39.2;38.1;..;134000;106300;27700;9600;96700;91900;79.3;9.0;72.2;42.8;41.9;..;127800;92900;34900;6800;86100;78800;72.7;7.3;67.4;35.0;33.9;..;41700;26500;15200;3000;23500;20300;63.5;11.3;56.4;26.5;24.3;..;220200;172900;47300;13500;159400;150500;78.5;7.8;72.4;40.9;40.1;..
"2020M11";262000;199300;62700;14100;185200;173100;76.1;7.1;70.7;38.7;37.4;..;134100;105000;29100;7100;97900;94600;78.3;6.8;73.0;41.9;41.5;..;127900;94300;33600;7000;87300;78500;73.7;7.4;68.3;34.7;32.8;..;41600;25500;16100;2200;23300;20000;61.3;8.6;56.0;24.8;22.0;..;220400;173800;46600;11900;161900;153100;78.9;6.8;73.5;40.5;39.6;..
"2020M12";262200;203100;59100;13500;189600;166900;77.5;6.6;72.3;35.2;37.7;..;134100;107900;26200;7600;100300;90400;80.5;7.0;74.8;37.7;40.6;..;128100;95200;32900;5900;89300;76600;74.3;6.2;69.7;32.3;34.5;..;41700;26100;15600;2400;23700;18500;62.6;9.2;56.8;27.2;26.0;..;220600;177100;43500;11100;166000;148400;80.3;6.3;75.2;36.2;39.4;..
"2021M01";262600;200100;62500;16200;183900;171800;76.2;8.1;70.0;37.9;38.1;36.3;134300;109400;24900;6900;102500;96800;81.5;6.3;76.3;41.5;41.7;39.6;128300;90700;37600;9300;81400;75000;70.7;10.3;63.4;33.4;33.5;32.0;41500;27300;14200;4700;22600;19300;65.8;17.2;54.5;25.8;24.4;24.4;221100;172800;48300;11500;161300;152500;78.2;6.7;73.0;39.5;40.1;37.9
"2021M02";262800;201400;61400;11800;189600;180300;76.6;5.9;72.1;37.2;37.1;35.8;134400;105600;28800;5600;100000;96600;78.6;5.3;74.4;41.7;40.8;40.0;128400;95800;32600;6200;89600;83700;74.6;6.5;69.8;32.1;33.0;31.0;41600;25700;15900;4400;21300;19700;61.8;17.1;51.2;23.2;22.6;22.3;221200;175800;45400;7500;168300;160600;79.5;4.3;76.1;39.0;38.9;37.5
"2021M03";262900;201700;61200;16700;185000;172000;76.7;8.3;70.4;34.3;37.2;33.0;134400;106600;27800;7400;99200;94700;79.3;6.9;73.8;36.5;40.5;35.0;128500;95100;33400;9300;85800;77200;74.0;9.8;66.8;31.6;33.3;30.4;41500;27900;13600;3500;24400;21500;67.2;12.5;58.8;23.3;24.6;22.1;221400;173800;47600;13200;160600;150500;78.5;7.6;72.5;35.9;39.1;34.6
"2021M04";262900;206700;56200;22100;184600;171700;78.6;10.7;70.2;35.0;37.3;33.7;134400;112500;21900;10200;102300;95300;83.7;9.1;76.1;38.7;41.0;37.1;128500;94200;34300;11900;82300;76500;73.3;12.6;64.0;30.4;32.5;29.3;41400;30300;11100;10900;19400;17200;73.2;36.0;46.9;25.0;24.6;23.8;221500;176400;45100;11200;165200;154600;79.6;6.3;74.6;36.2;38.8;34.8
"2021M05";263100;211000;52100;16900;194100;183000;80.2;8.0;73.8;36.2;38.2;34.9;134500;111500;23000;9200;102300;96600;82.9;8.3;76.1;40.7;42.4;39.2;128500;99400;29100;7600;91800;86400;77.4;7.6;71.4;31.2;33.6;30.0;41300;33100;8200;6100;27000;25100;80.1;18.4;65.4;28.7;28.8;27.2;221800;177900;43900;10800;167100;157900;80.2;6.1;75.3;37.4;39.7;36.1
"2021M06";263600;217900;45700;10200;207700;174900;82.7;4.7;78.8;37.7;39.4;36.2;134800;117100;17700;5600;111500;96000;86.9;4.8;82.7;40.5;42.3;38.8;128900;100900;28000;4700;96200;78900;78.3;4.7;74.6;34.3;36.1;32.9;41400;38100;3300;2600;35500;32400;92.0;6.8;85.7;35.1;36.9;33.3;222300;179900;42400;7600;172300;142500;80.9;4.2;77.5;38.4;40.0;36.9
"2021M07";264100;216400;47700;8600;207800;130600;81.9;4.0;78.7;39.7;39.8;38.2;135000;116500;18500;3500;113000;78600;86.3;3.0;83.7;41.0;42.2;39.3;129200;99900;29300;5100;94800;52000;77.3;5.1;73.4;37.8;36.9;36.6;41500;36800;4700;1400;35400;30800;88.7;3.8;85.3;36.7;36.3;34.9;222500;179500;43000;7100;172400;99800;80.7;4.0;77.5;41.0;40.7;39.5
"2021M08";264600;212100;52500;10400;201700;153300;80.2;4.9;76.2;36.4;38.7;35.0;135200;111900;23300;4900;107000;86600;82.8;4.4;79.1;39.4;42.4;37.9;129400;100200;29200;5500;94700;66700;77.4;5.5;73.2;32.4;34.4;31.1;41600;32600;9000;700;31900;27100;78.4;2.1;76.7;31.2;32.1;29.8;222900;179400;43500;9600;169800;126300;80.5;5.4;76.2;37.6;40.0;36.2
"2021M09";265800;208200;57600;5800;202400;182300;78.3;2.8;76.1;36.9;37.4;35.4;135800;107400;28400;2800;104600;96300;79.1;2.6;77.0;40.8;40.7;39.1;129900;100700;29200;2900;97800;86000;77.5;2.9;75.3;32.6;33.8;31.3;41900;29500;12400;1700;27800;25200;70.4;5.8;66.3;27.2;27.4;25.8;223700;178600;45100;4000;174600;157100;79.8;2.2;78.1;38.5;39.0;37.0
"2021M10";266500;211700;54800;11100;200600;182700;79.4;5.2;75.3;37.3;37.5;35.8;136300;114100;22200;7100;107000;100000;83.7;6.2;78.5;41.3;41.0;39.5;130200;97600;32600;4000;93600;82700;75.0;4.1;71.9;32.5;33.5;31.3;42200;31700;10500;2600;29100;24900;75.1;8.2;69.0;26.6;24.9;25.2;224300;180000;44300;8500;171500;157700;80.2;4.7;76.5;39.0;39.7;37.5
"2021M11";266900;211100;55800;6700;204400;185600;79.1;3.2;76.6;36.4;36.6;34.9;136700;115200;21500;4100;111100;101600;84.3;3.6;81.3;40.4;40.7;38.7;130300;95900;34400;2600;93300;84000;73.6;2.7;71.6;31.5;31.7;30.3;42200;30900;11300;1100;29800;27700;73.2;3.6;70.6;23.3;22.1;22.1;224700;180200;44500;5600;174600;157900;80.2;3.1;77.7;38.9;39.3;37.3
"2021M12";267100;208800;58300;8900;199900;168600;78.2;4.3;74.8;33.7;38.1;32.3;136800;107900;28900;5400;102500;88000;78.9;5.0;74.9;36.7;41.7;35.2;130500;101000;29500;3600;97400;80600;77.4;3.6;74.6;30.3;34.3;29.2;42200;29900;12300;3000;26900;23200;70.9;10.0;63.7;26.6;28.7;25.4;224900;178900;46000;5900;173000;145500;79.5;3.3;76.9;34.8;39.6;33.5
"2022M01";267500;212100;55400;6900;205200;173100;79.3;3.3;76.7;35.8;37.4;34.4;136900;115600;21300;3500;112100;94700;84.4;3.0;81.9;39.4;41.0;37.8;130600;96500;34100;3400;93100;78400;73.9;3.5;71.3;31.5;32.9;30.2;42200;28500;13700;2800;25700;20500;67.5;9.8;60.9;26.8;26.5;25.3;225400;183700;41700;4100;179600;152600;81.5;2.2;79.7;37.1;39.0;35.7
"2022M02";267900;216500;51400;8800;207700;177300;80.8;4.1;77.5;35.7;36.8;34.3;137100;112000;25100;3000;109000;93000;81.7;2.7;79.5;39.4;41.3;37.9;130700;104500;26200;5800;98700;84300;80.0;5.6;75.5;31.5;31.9;30.4;42100;32200;9900;2400;29800;26000;76.5;7.5;70.8;24.6;25.1;23.5;225600;184100;41500;6300;177800;151300;81.6;3.4;78.8;37.6;38.8;36.1
"2022M03";267800;212300;55500;9500;202800;182600;79.3;4.5;75.7;36.3;37.1;35.0;137100;111500;25600;6000;105500;97100;81.3;5.4;77.0;40.1;40.9;38.6;130600;100700;29900;3500;97200;85500;77.1;3.5;74.4;31.9;32.9;30.8;42100;32300;9800;3900;28400;25400;76.7;12.1;67.5;25.8;24.6;24.9;225700;180000;45700;5600;174400;157100;79.8;3.1;77.3;38.0;39.1;36.6
