"Year";"ISCED level";"Age";"Total Total";"Total Males";"Total Females";"Reykjavík Total";"Reykjavík Males";"Reykjavík Females";"Capital region excluding Reykjavík Total";"Capital region excluding Reykjavík Males";"Capital region excluding Reykjavík Females";"Southwest Total";"Southwest Males";"Southwest Females";"West Total";"West Males";"West Females";"Westfjords Total";"Westfjords Males";"Westfjords Females";"Northwest Total";"Northwest Males";"Northwest Females";"Northeast Total";"Northeast Males";"Northeast Females";"East Total";"East Males";"East Females";"South Total";"South Males";"South Females";"Abroad Total";"Abroad Males";"Abroad Females"
"2014";"Second stage of tertiary education";"Total";519;198;321;321;124;197;97;33;64;5;5;0;5;1;4;0;0;0;9;4;5;30;12;18;3;1;2;14;2;12;35;16;19
"2014";"Second stage of tertiary education";"13 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"14 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"15 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"16 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"17 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"18 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"19 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"20 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"21 years";1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"22 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"23 years";1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"24 years";4;1;3;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0
"2014";"Second stage of tertiary education";"25 years";13;6;7;10;5;5;2;0;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"26 years";18;5;13;16;4;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0
"2014";"Second stage of tertiary education";"27 years";22;10;12;17;9;8;3;1;2;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1
"2014";"Second stage of tertiary education";"28 years";15;3;12;11;3;8;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1
"2014";"Second stage of tertiary education";"29 years";28;14;14;22;12;10;2;1;1;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1
"2014";"Second stage of tertiary education";"30 years";26;15;11;18;10;8;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;2;1;1
"2014";"Second stage of tertiary education";"31 years";31;13;18;21;9;12;5;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;3;2;1
"2014";"Second stage of tertiary education";"32 years";26;7;19;14;4;10;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;2;0;2;4;1;3
"2014";"Second stage of tertiary education";"33 years";27;16;11;18;11;7;4;2;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;2;1
"2014";"Second stage of tertiary education";"34 years";20;10;10;11;6;5;6;2;4;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;1;0;1
"2014";"Second stage of tertiary education";"35 years";18;10;8;11;7;4;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2
"2014";"Second stage of tertiary education";"36 years";19;8;11;8;4;4;4;0;4;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;6;4;2
"2014";"Second stage of tertiary education";"37 years";24;11;13;14;6;8;6;3;3;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;1;0;0;0;0;1;0;1
"2014";"Second stage of tertiary education";"38 years";16;5;11;13;3;10;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"39 years";14;5;9;7;1;6;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;1;0;1;1;1;0
"2014";"Second stage of tertiary education";"40 years";16;8;8;8;5;3;2;0;2;1;1;0;1;0;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;2;1;1
"2014";"Second stage of tertiary education";"41 years";15;3;12;9;2;7;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;2;0;2;0;0;0;0;0;0;2;1;1
"2014";"Second stage of tertiary education";"42 years";10;2;8;6;2;4;2;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
"2014";"Second stage of tertiary education";"43 years";10;5;5;5;2;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;1;0;1
"2014";"Second stage of tertiary education";"44 years";11;4;7;6;1;5;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"45 years";13;4;9;9;3;6;2;0;2;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"46 years";10;3;7;4;0;4;3;1;2;1;1;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"47 years";9;2;7;5;0;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;1;1;0
"2014";"Second stage of tertiary education";"48 years";7;2;5;4;1;3;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0
"2014";"Second stage of tertiary education";"49 years";12;6;6;5;3;2;5;2;3;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"50 years";4;2;2;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0
"2014";"Second stage of tertiary education";"51 years";8;2;6;6;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"52 years";5;1;4;2;1;1;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"53 years";8;0;8;4;0;4;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
"2014";"Second stage of tertiary education";"54 years";11;2;9;5;1;4;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;0;1
"2014";"Second stage of tertiary education";"55 years";4;1;3;2;1;1;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"56 years";5;0;5;1;0;1;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"57 years";2;2;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"58 years";9;1;8;6;0;6;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"59 years";7;2;5;4;1;3;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"60 years";4;2;2;2;1;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"61 years";5;2;3;2;2;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"62 years";3;0;3;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"63 years";2;0;2;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"64 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"65 years";1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"66 years";1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"67 years";1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"68 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"69 years";1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"70 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"71 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"72 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"73 years";1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"74 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"75 years";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"76 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"77 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"78 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"79 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"80 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"81 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"82 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"83 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"84 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"85 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"86 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"87 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"88 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2014";"Second stage of tertiary education";"89 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"Total";465;182;283;296;123;173;78;22;56;3;3;0;5;1;4;3;1;2;9;4;5;24;8;16;1;1;0;11;4;7;35;15;20
"2015";"Second stage of tertiary education";"13 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"14 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"15 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"16 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"17 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"18 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"19 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"20 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"21 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"22 years";1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"23 years";1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"24 years";6;4;2;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;1;1
"2015";"Second stage of tertiary education";"25 years";9;4;5;7;2;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"26 years";20;12;8;15;9;6;3;2;1;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"27 years";21;7;14;15;7;8;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;0;1
"2015";"Second stage of tertiary education";"28 years";22;12;10;18;11;7;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;2;1;1
"2015";"Second stage of tertiary education";"29 years";17;8;9;13;6;7;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;1;1
"2015";"Second stage of tertiary education";"30 years";25;10;15;18;8;10;2;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3;1;2
"2015";"Second stage of tertiary education";"31 years";21;9;12;16;8;8;2;1;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;1;0;1;0;0;0
"2015";"Second stage of tertiary education";"32 years";24;8;16;17;6;11;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;1;2
"2015";"Second stage of tertiary education";"33 years";17;3;14;11;1;10;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;1;1;0
"2015";"Second stage of tertiary education";"34 years";25;15;10;16;10;6;2;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;5;3;2
"2015";"Second stage of tertiary education";"35 years";17;7;10;10;4;6;3;1;2;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;2;0;2
"2015";"Second stage of tertiary education";"36 years";16;10;6;11;8;3;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2
"2015";"Second stage of tertiary education";"37 years";15;8;7;8;5;3;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;4;3;1
"2015";"Second stage of tertiary education";"38 years";17;7;10;10;4;6;3;1;2;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;1;0;0;0;0;1;0;1
"2015";"Second stage of tertiary education";"39 years";17;5;12;13;3;10;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"2015";"Second stage of tertiary education";"40 years";8;2;6;4;1;3;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1
"2015";"Second stage of tertiary education";"41 years";13;7;6;4;2;2;3;1;2;1;1;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;2;1;1
"2015";"Second stage of tertiary education";"42 years";12;3;9;6;2;4;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;2;0;2;0;0;0;0;0;0;2;1;1
"2015";"Second stage of tertiary education";"43 years";9;1;8;5;1;4;2;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
"2015";"Second stage of tertiary education";"44 years";8;2;6;5;2;3;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"45 years";12;4;8;8;2;6;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"46 years";11;2;9;6;1;5;3;0;3;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"47 years";5;1;4;3;1;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"48 years";4;0;4;1;0;1;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"49 years";8;4;4;4;2;2;2;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0
"2015";"Second stage of tertiary education";"50 years";6;3;3;4;2;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"51 years";5;3;2;2;1;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
"2015";"Second stage of tertiary education";"52 years";9;1;8;6;0;6;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"53 years";6;1;5;2;1;1;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"54 years";9;3;6;6;3;3;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
"2015";"Second stage of tertiary education";"55 years";7;2;5;5;1;4;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"56 years";3;1;2;2;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"57 years";3;0;3;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"58 years";5;3;2;1;1;0;3;2;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"59 years";5;1;4;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"60 years";6;1;5;4;0;4;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"61 years";3;2;1;1;1;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"62 years";6;1;5;2;1;1;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"63 years";2;0;2;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"64 years";1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"65 years";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"66 years";2;1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"67 years";1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"68 years";1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"69 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"70 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"71 years";1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"72 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"73 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"74 years";1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"75 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"76 years";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"77 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"78 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"79 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"80 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"81 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"82 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"83 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"84 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"85 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"86 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"87 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"88 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2015";"Second stage of tertiary education";"89 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2016";"Second stage of tertiary education";"Total";469;185;284;294;121;173;82;27;55;2;2;0;6;4;2;3;1;2;5;1;4;27;13;14;3;2;1;13;2;11;34;12;22
